10006	(262,95)
10019	(6914,2084)
10024	(6087,1814)
10025	(192,67)
10034	(399,152)
10048	(129,45)
1007	(184,59)
10076	(113,40)
10077	(940,250)
10080	(25655,5941)
10082	(10085,3759)
10089	(544,205)
10100	(4290,1504)
10104	(682,189)
10108	(490,220)
10109	(19833,6929)
10127	(181,60)
10187	(87,39)
10188	(109,40)
10194	(105,42)
10195	(472,138)
10219	(179,64)
10237	(267,104)
10248	(245,97)
10255	(26374,6834)
10284	(1991,568)
10319	(112,38)
10321	(2475,633)
10349	(633,198)
10350	(531,165)
10354	(965,257)
10368	(203,84)
10391	(321,117)
10404	(241,85)
10415	(66,33)
10428	(44194,12001)
10429	(38311,11567)
1046	(32954,9906)
10462	(242,106)
1048	(812,278)
10493	(1610,518)
10522	(1337,508)
1054	(134,58)
10540	(135,54)
10555	(119,47)
10561	(10709,2892)
10572	(92,35)
10576	(2657,749)
10578	(79,24)
10589	(98,31)
1059	(94,48)
10595	(163,57)
1061	(1786,513)
10659	(406,156)
10662	(18192,4701)
10663	(121,53)
10670	(149,55)
10676	(348,118)
10686	(7138,1840)
10692	(1304,348)
10712	(18791,5862)
10721	(12551,4197)
10733	(4933,1512)
10734	(41116,10840)
10735	(90,33)
10743	(516,132)
10747	(32360,8995)
10750	(3024,887)
10757	(2728,691)
1076	(1017,292)
10762	(323,114)
10774	(60933,15865)
10777	(369,129)
1078	(316,131)
10780	(82,32)
10781	(295,97)
10792	(1707,461)
10800	(929,264)
10810	(1375,392)
10826	(110,47)
10835	(41261,12672)
10836	(3483,1053)
10843	(80,33)
10845	(227,78)
10846	(6583,2217)
10851	(7762,2039)
10870	(147,54)
10889	(32609,9579)
10900	(220,79)
10903	(5342,1509)
1091	(78,37)
1092	(7139,2287)
10921	(38681,13084)
10926	(3917,1301)
10939	(411,143)
10943	(190,59)
10947	(92029,21209)
10959	(812,243)
10978	(148,59)
10992	(205,75)
1100	(6893,3068)
11003	(205,66)
11007	(306,86)
11009	(87,41)
11011	(107,50)
11021	(166,53)
11025	(6104,1899)
11027	(108,38)
11034	(2324,773)
1104	(16120,5203)
11041	(145,51)
11048	(154,60)
11054	(51,25)
11056	(543,160)
11076	(1210,398)
11080	(16861,5654)
11086	(236,86)
11088	(2230,558)
11098	(253,88)
111	(26136,8605)
11107	(953,282)
11124	(1849,470)
11133	(125,45)
11158	(1463,469)
11159	(162,64)
11177	(247,87)
11182	(65773,18668)
11197	(1027,332)
11213	(11669,3690)
1122	(192,78)
1123	(18196,4879)
11232	(61,26)
11235	(74,29)
11236	(9092,2260)
11237	(3099,809)
11238	(241,75)
11240	(740,232)
11245	(1899,631)
11253	(307,112)
11259	(2080,694)
11261	(1326,405)
11284	(378,116)
11286	(4501,1504)
11288	(173,69)
11292	(9664,2556)
11294	(217,107)
11295	(2618,749)
11307	(7697,2177)
11312	(113,47)
11316	(140,51)
11317	(3177,1035)
11319	(145,70)
11330	(269,92)
11339	(182,67)
1134	(4806,1391)
11340	(6698,2454)
11344	(6,3)
11347	(9790,3283)
11348	(640,204)
11352	(1441,472)
11376	(22352,7542)
11380	(162,58)
11391	(2629,659)
11395	(115,48)
1140	(8299,2727)
11408	(341,124)
11412	(1625,531)
11418	(164,66)
11436	(157,61)
11442	(9217,2855)
1146	(671,228)
11463	(818,269)
